"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test decoding embeddings with various shapes and dtypes.","84","test_decode_valid_embeddings_various_shapes[2d-4096]","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","TestPromptEmbedsDecode","test_vllm_prompt_embeds","",""
"","0","test_aggregated[False]","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","TestCreate","test_vllm_worker_factory","",""
"Test extracting text from multi-turn conversation.","0","test_extract_user_text_multi_turn","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","","test_vllm_chat_message_utils","",""
"","57180","test_router_decisions_sglang_multiple_workers[tcp]","tests.router","2026-03-20","passed","2026-03-20","","test_router_e2e_with_sglang","",""
"","0","test_decode[True]","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","TestHandles","test_vllm_worker_factory","",""
"Test _generate_images handles numpy arrays.","12","test_generate_images_with_numpy_array","components.src.dynamo.sglang.tests","2026-03-20","passed","2026-03-20","TestImageDiffusionWorkerHandler","test_sglang_image_diffusion_handler","",""
"Test that missing prompt raises validation error.","1","test_required_fields_missing_prompt","components.src.dynamo.trtllm.tests","2026-03-20","passed","2026-03-20","TestNvCreateVideoRequest","test_trtllm_video_diffusion","",""
"Empty engine outputs produce an error chunk.","0","test_no_outputs_returns_error","components.src.dynamo.vllm.tests.omni","2026-03-20","passed","2026-03-20","TestFormatTextChunk","test_omni_handler","",""
"boundary_ratio outside (0, 1] must be rejected.","0","test_omni_config_invalid_boundary_ratio[-0.1]","components.src.dynamo.vllm.tests.omni","2026-03-20","passed","2026-03-20","","test_omni_args","",""
"Test that non-tensor PyTorch objects are rejected.","1","test_decode_non_tensor_object_rejected","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","TestPromptEmbedsDecode","test_vllm_prompt_embeds","",""
"Test vLLM use case: filter to vllm: metrics and exclude python_/process_.","4","test_vllm_use_case","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","TestGetPrometheusExpfmt","test_vllm_prometheus_utils","",""
"Fires 3 concurrent requests and asserts only one thread enters
        engine.generate() at a time (max_concurrent == 1).

        If the asyncio.Lock in VideoGenerationHandler is removed, the 3
        asyncio.to_thread() calls run in parallel OS threads, overlapping
        inside the tracker's sleep window, and max_concurrent rises to 3.
        ","317","test_concurrent_requests_are_serialized","components.src.dynamo.trtllm.tests","2026-03-20","passed","2026-03-20","TestVideoHandlerConcurrency","test_trtllm_video_diffusion","",""
"Trigger the predownload_models fixture to download all required models.

    This test runs before any other tests in the session due to pytest.mark.order(""first"").
    By downloading models upfront, we ensure that model download time is not counted
    against individual test timeouts. This prevents tests from failing due to slow
    network downloads rather than actual test failures.

    The actual download logic is handled by the predownload_models session-scoped fixture
    defined in conftest.py.

    The parametrization ensures this test is selected by any CI marker expression
    that matches framework-specific E2E tests (e.g., ""vllm and e2e and gpu_1"").
    ","0","test_predownload_models[predownload_models_sglang_gpu1]","tests","2026-03-20","passed","2026-03-20","","test_predownload_models","",""
"
    Regression: vLLM sets up a StreamHandler at import time. configure_vllm_logging()
    must replace it with a new StreamHandler using VllmColorFormatter so logs
    bypass the Rust bridge and respect VLLM_LOGGING_LEVEL independently.
    ","20","test_dictconfig_replaces_vllm_stream_handler","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","","test_vllm_logging","",""
"Test that default disaggregation mode is AGGREGATED.","4","test_disaggregation_mode_default","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","","test_vllm_unit","",""
