"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_sglang_aggregated[migration_enabled-graceful_shutdown-completion-stream-tcp]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_sglang","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","50871","test_request_migration_sglang_aggregated[migration_enabled-worker_failure-chat-stream-tcp]","tests.fault_tolerance.migration","2026-04-09","passed","2026-04-09","","test_sglang","",""
"Verify KVBM wheel exists in TRT-LLM image.","28","test_kvbm_wheel_exists_trtllm","tests.dependencies","2026-04-09","passed","2026-04-09","","test_kvbm_imports","",""
"","1","test_prefill_worker","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestResolveDisaggregationModeFromLegacyMultimodalFlags","test_backend_args","",""
"
    Test dynamo serve deployments with different graph configurations.
    ","112638","test_serve_deployment[aggregated_lmcache_multiproc]","tests.serve","2026-04-09","passed","2026-04-09","","test_vllm","",""
"For repeated same 3-HTTP-image request: low first overlap, then increase, then stable.","5991","test_vllm_mm_overlap_repeated_http_images","tests.mm_router","2026-04-09","passed","2026-04-09","","test_vllm_mm_router_e2e","",""
"Test that DYN_CONNECTOR env var raises error for vLLM backend.","4","test_env_var_dyn_connector_raises_error","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","","test_vllm_unit","",""
"","0","test_multi_modal_data_forwarded","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","TestBuildOriginalPrompt","test_omni_handler","",""
"Qwen VL with no grid params -> returns None (fallback).","558","test_pil_image_qwen_params_unavailable_returns_none","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestBuildEmbeddingParams","test_vllm_worker_handler","",""
"","0","test_benchmark_config_kwargs_unpack","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestBenchmarkConfig","test_vllm_unit","",""
"CLI namespace should be used for auto-derived endpoint.","146","test_namespace_flag_drives_default_endpoint_namespace","components.src.dynamo.sglang.tests","2026-04-09","passed","2026-04-09","","test_sglang_unit","",""
"","0","test_maybe_get_memory_pool_context_routes_tags","tests.gms.integration","2026-04-09","passed","2026-04-09","","test_gms_vllm_worker","",""
"Test that TEXT returns True for is_llm.","1","test_is_llm_true_for_text","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestModality","test_trtllm_video_diffusion","",""
"When ep_disaggregated_params already has a disagg_request_id, keep it.","2","test_disagg_request_id_not_overwritten_when_set","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestDisaggRequestId","test_trtllm_handler_base","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_vllm_aggregated[migration_disabled-worker_failure-completion-unary-nats]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_vllm","",""
"","0","test_aggregated[False]","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestCreate","test_vllm_worker_factory","",""
"Pydantic Literal validation rejects invalid task_type at construction.","0","test_invalid_task_type_rejected_by_pydantic","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","TestValidateTtsRequest","test_audio_handler","",""
"Test that invalid inputs raise ValueError.","1","test_decode_invalid_inputs[raw-bytes]","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestPromptEmbedsDecode","test_vllm_prompt_embeds","",""
"
    End-to-end test for decode worker request migration in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","159613","test_request_migration_trtllm_decode[migration_disabled-graceful_shutdown-chat-stream-tcp]","tests.fault_tolerance.migration","2026-04-09","passed","2026-04-09","","test_trtllm","",""
"","1","test_decode_worker[DisaggregationMode.AGGREGATED]","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestResolveDisaggregationModeFromLegacyMultimodalFlags","test_backend_args","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","64462","test_request_migration_vllm_aggregated[migration_enabled-graceful_shutdown-chat-stream-nats]","tests.fault_tolerance.migration","2026-04-09","passed","2026-04-09","","test_vllm","",""
"","0","test_prefill[True]","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestCreate","test_vllm_worker_factory","",""
"Stage N>0: engine receives output fetched from connector via stage_connector_refs.","1","test_stage_connector_refs_input_path","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","","test_omni_stage_worker","",""
"","0","test_int","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestInferType","test_dynamic_flags","",""
"","0","test_rejects_loopback_v6","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestIsRoutable","test_vllm_unit","",""
"Test that invalid file path raises FileNotFoundError.","7","test_custom_jinja_template_invalid_path","components.src.dynamo.sglang.tests","2026-04-09","passed","2026-04-09","","test_sglang_unit","",""
"","96","test_benchmark_config_defaults","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestBenchmarkConfig","test_vllm_unit","",""
"Test SGLang deployment scenarios using common helpers","54949","test_sglang_deployment[embedding_agg-2]","tests.serve","2026-04-09","passed","2026-04-09","","test_sglang","",""
"","4","test_wav_encoding","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","TestAudioFormatterEncode","test_output_formatter","",""
"","0","test_maybe_get_memory_pool_context_routes_tags","tests.gms.integration","2026-04-09","passed","2026-04-09","","test_gms_vllm_worker","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_vllm_aggregated[migration_enabled-worker_failure-completion-stream-nats]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_vllm","",""
"getaddrinfo returns 169.254.1.1, UDP returns 10.0.0.5 → returns 10.0.0.5.","0","test_hostname_link_local_falls_through_to_udp","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestGetHostIp","test_vllm_unit","",""
"
    End-to-end test for request cancellation during decode phase.

    This test verifies that when a request is cancelled by the client during the decode phase,
    the system properly handles the cancellation and cleans up resources
    on both the prefill and decode workers in a disaggregated setup.

    Note: This test requires 2 GPUs to run decode and prefill workers on separate GPUs.

    Timing (Last Run: 2025-12-09): ~60s total (estimated)
    - Engine initialization: ~20s (decode + prefill workers)
    - Testing stream cancellation during decode: ~38s
    - Teardown: ~2s
    ","94310","test_request_cancellation_sglang_decode_cancel[nats]","tests.fault_tolerance.cancellation","2026-04-09","passed","2026-04-09","","test_sglang","",""
"","0","test_decode_worker[DisaggregationMode.DECODE]","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestResolveDisaggregationModeFromLegacyMultimodalFlags","test_backend_args","",""
"Test that default values are set correctly.","0","test_default_values","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestDiffusionConfig","test_trtllm_video_diffusion","",""
"No env var set, successful detection populates the side-channel host.","1","test_sets_env_var_on_successful_detection","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestEnsureSideChannelHost","test_vllm_unit","",""
"","1","test_empty_returns_error","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","TestAudioFormatterFormat","test_output_formatter","",""
"","324","test_initialize_from_config_uses_kv_cache_gms_tag","tests.gms.integration","2026-04-09","passed","2026-04-09","","test_gms_vllm_worker","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_vllm_aggregated[migration_disabled-graceful_shutdown-completion-stream-nats]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_vllm","",""
"","1","test_aggregated[True]","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestCreate","test_vllm_worker_factory","",""
"Test that invalid file path raises FileNotFoundError.","2","test_custom_jinja_template_invalid_path","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","","test_trtllm_unit","",""
"Test --disaggregation-mode prefill sets correct state.","4","test_disaggregation_mode_prefill","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","","test_vllm_unit","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_sglang_aggregated[migration_enabled-graceful_shutdown-completion-unary-tcp]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_sglang","",""
"--disagg-config-key alone should fail.","5","test_disagg_config_key_requires_disagg_config","components.src.dynamo.sglang.tests","2026-04-09","passed","2026-04-09","","test_sglang_unit","",""
"Test decoding embeddings with various shapes and dtypes.","2","test_decode_valid_embeddings_various_shapes[2d-768]","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestPromptEmbedsDecode","test_vllm_prompt_embeds","",""
"","90","test_unsupported_args_get_pruned_for_autodeploy[engine_args1-True]","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestTensorRTLLMEngine","test_trtllm_autodeploy","",""
"Stage 0 direct path: engine receives the full request dict as prompt.","0","test_direct_input_path","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","","test_omni_stage_worker","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_vllm_aggregated[migration_enabled-worker_failure-completion-unary-tcp]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_vllm","",""
"","3","test_release_and_resume_are_idempotent","components.src.dynamo.sglang.tests","2026-04-09","passed","2026-04-09","","test_sglang_memory_occupation_handlers","",""
"All strategies fail → RuntimeError with VLLM_NIXL_SIDE_CHANNEL_HOST in message.","0","test_all_fail_raises_runtime_error","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestGetHostIp","test_vllm_unit","",""
"","0","test_missing_generate_not_stage_engine","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","","test_omni_disagg_types","",""
"Test SGLang deployment scenarios using common helpers","12132","test_sglang_deployment[template_verification-2]","tests.serve","2026-04-09","passed","2026-04-09","","test_sglang","",""
"","0","test_bool_values","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestParseDynamicFlags","test_dynamic_flags","",""
"","2","test_has_cache_item_miss_then_hit","components.src.dynamo.vllm.tests.multimodal_utils","2026-04-09","passed","2026-04-09","TestSchedulerSideLRU","test_vllm_multimodal_embedding_cache_connector","",""
"vllm_omni.engine.arg_utils must export a usable engine args class.","0","test_omni_engine_args_importable","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","","test_omni_args","",""
"","0","test_no_outputs_returns_error","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","TestTextFormatter","test_output_formatter","",""
"For repeated same single-image request: low first overlap, then increase, then stable.","7000","test_trtllm_mm_overlap_repeated_single_image","tests.mm_router","2026-04-09","passed","2026-04-09","","test_mm_router_e2e","",""
"Error from any stage must immediately stop the pipeline; later stages must not run.","1","test_generate_stage_error_stops_pipeline","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","","test_omni_stage_router","",""
"Verify FinishReason enum names and string representations.

        vllm_processor.py maps router finish_reason strings to FinishReason
        enum values via _FINISH_REASON_MAP, and the output processor uses
        str(finish_reason) for the OpenAI response format.
        ","0","test_finish_reason_enum_contract","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestVllmRendererApi","test_vllm_renderer_api","",""
"JSON serializes dict keys as strings — from_dict must convert back to int.","0","test_int_keys_preserved_after_json_roundtrip","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","TestOmniInterStageRequest","test_omni_disagg_types","",""
"boundary_ratio within (0, 1] should pass.","0","test_omni_config_valid_boundary_ratio[0.5]","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","","test_omni_args","",""
"
    End-to-end test for decode worker request migration in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","150582","test_request_migration_trtllm_decode[migration_disabled-worker_failure-chat-stream-tcp]","tests.fault_tolerance.migration","2026-04-09","passed","2026-04-09","","test_trtllm","",""
"Reasoning + plain content, no tool calls.

    When </think> and the actual response content arrive in the same chunk
    (with finish_reason=stop), the content must still be emitted.  This
    reproduces a regression where the post-reasoning content was
    unconditionally buffered for tool-call extraction and never emitted
    when no tool call was present.
    ","1","test_no_tool_call","tests.frontend","2026-04-09","passed","2026-04-09","","test_prepost","",""
"Test that --connector nixl raises ValueError with --kv-transfer-config hint.","4","test_connector_nixl_raises_error_with_migration_hint","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","","test_vllm_unit","",""
"
    End-to-end test for decode worker request migration in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","159563","test_request_migration_trtllm_decode[migration_disabled-graceful_shutdown-chat-stream-nats]","tests.fault_tolerance.migration","2026-04-09","passed","2026-04-09","","test_trtllm","",""
"","1","test_extract_multimodal_data_rejects_requests_when_disabled","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","","test_vllm_video_handler","",""
"","1","test_missing_value_next_is_flag_exits","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestParseDynamicFlags","test_dynamic_flags","",""
"","30","test_run_synthetic_concurrency_replay_matches_aic_static_point_no_prefix[512-vllm]","lib.bindings.python.tests.replay","2026-04-09","passed","2026-04-09","","test_replay_aic_parity","",""
"Empty choice list should not produce a regex.","0","test_empty_choice_ignored","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestGuidedDecodingFromToolChoice","test_trtllm_handler_base","",""
"","87","test_unsupported_args_get_pruned_for_autodeploy[engine_args6-True]","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestTensorRTLLMEngine","test_trtllm_autodeploy","",""
"Choice list with all None items should not produce a regex.","0","test_choice_all_none_items_no_regex","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestGuidedDecodingFromToolChoice","test_trtllm_handler_base","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_sglang_aggregated[migration_enabled-worker_failure-completion-stream-tcp]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_sglang","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_vllm_aggregated[migration_disabled-worker_failure-chat-unary-tcp]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_vllm","",""
"With encode client -> delegates to load_multimodal_embeddings.","0","test_delegates_to_load_multimodal_embeddings","components.src.dynamo.vllm.tests","2026-04-09","skipped","2026-04-09","TestLoadMultimodalData","test_vllm_worker_handler","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_vllm_aggregated[migration_enabled-graceful_shutdown-chat-unary-tcp]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_vllm","",""
"Verify SamplingParams has the fields projected by vllm_processor.py.

        The processor intersects SamplingParams.__annotations__ with
        ChatCompletionRequest.model_fields to copy user-specified sampling
        fields. If annotations change, the intersection shifts silently.
        ","0","test_sampling_params_annotations_and_output_kind","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestVllmRendererApi","test_vllm_renderer_api","",""
"Test that various value ranges are preserved with float32 precision.","0","test_embedding_value_ranges_preserved[magnitudes]","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestEmbeddingsDataFormats","test_vllm_prompt_embeds","",""
"","1","test_accepts_private_ipv4","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestIsRoutable","test_vllm_unit","",""
"Speed from request is stored in EngineInputs.","2","test_speed_propagated","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","TestEngineInputsFromAudio","test_audio_handler","",""
"Test fps with default seconds (4).","0","test_compute_num_frames_only_fps","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestVideoHandlerComputeNumFrames","test_trtllm_video_diffusion","",""
"","86","test_unsupported_args_get_pruned_for_autodeploy[engine_args8-True]","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestTensorRTLLMEngine","test_trtllm_autodeploy","",""
"","0","test_extract_media_urls_returns_none_for_missing_or_invalid_items","components.src.dynamo.sglang.tests","2026-04-09","passed","2026-04-09","","test_sglang_decode_handler","",""
"PIL image for Qwen VL with grid params -> computes valid embedding_params.","550","test_pil_image_qwen_computes_grid","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestBuildEmbeddingParams","test_vllm_worker_handler","",""
"shm_meta is final-stage → router only; must not be forwarded to next stage.","0","test_to_next_stage_request_excludes_shm_meta","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","TestStageOutput","test_omni_disagg_types","",""
"","0","test_unsupported_fields_raise","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestOverrideSamplingParams","test_trtllm_handler_base","",""
"Multiple calls should produce different IDs.","1","test_disagg_request_id_unique_across_calls","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestDisaggRequestId","test_trtllm_handler_base","",""
"Test that invalid --endpoint format raises ValueError.","4","test_endpoint_invalid_format_raises","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","","test_vllm_unit","",""
"","0","test_wake_up_remaps_weights_and_reallocates_kv_cache","tests.gms.integration","2026-04-09","passed","2026-04-09","","test_gms_vllm_worker","",""
"Test that --is-prefill-worker still works but emits DeprecationWarning.","4","test_legacy_is_prefill_worker_emits_deprecation","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","","test_vllm_unit","",""
"Verify DeltaMessage has fields used by StreamingPostProcessor.

        process_output() reads content, reasoning, and tool_calls from
        DeltaMessage objects returned by reasoning/tool parsers. New fields
        in vLLM are acceptable; missing fields break post-processing.
        ","0","test_delta_message_fields","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestVllmRendererApi","test_vllm_renderer_api","",""
"Single->double->triple identical image requests follow prefix-overlap semantics.","9290","test_trtllm_mm_overlap_staircase_single_to_double_to_triple_identical_image","tests.mm_router","2026-04-09","passed","2026-04-09","","test_mm_router_e2e","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","50056","test_request_migration_sglang_aggregated[migration_disabled-graceful_shutdown-chat-stream-nats]","tests.fault_tolerance.migration","2026-04-09","passed","2026-04-09","","test_sglang","",""
"
    End-to-end test for decode worker request migration in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","159647","test_request_migration_trtllm_decode[migration_enabled-graceful_shutdown-chat-stream-tcp]","tests.fault_tolerance.migration","2026-04-09","passed","2026-04-09","","test_trtllm","",""
"Verify EventBatch/KVEventBatch has expected fields.","0","test_event_batch_fields","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestVllmKvEventsApi","test_vllm_kv_events_api","",""
"Test dynamo serve deployments with vLLM-Omni configurations.","126936","test_omni_serve_deployment[omni_t2v]","tests.serve","2026-04-09","passed","2026-04-09","","test_vllm_omni","",""
"","0","test_extracts_from_audio_key","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","TestAudioFormatterExtractTensor","test_output_formatter","",""
"","1","test_chat_completion_format","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","TestDiffusionFormatterImage","test_output_formatter","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_trtllm_aggregated[migration_disabled-worker_failure-completion-stream-tcp]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_trtllm","",""
"","0","test_base_requires_ref_audio","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","TestValidateTtsRequest","test_audio_handler","",""
"Non-positive FPS must be rejected.","0","test_omni_config_invalid_video_fps[-1]","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","","test_omni_args","",""
"","0","test_two_levels","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestSetNested","test_dynamic_flags","",""
"Test Kubernetes deployment end-to-end.

    This test:
    1. Deploys the specified configuration to Kubernetes
    2. Waits for all pods to become ready
    3. Port-forwards to the frontend service
    4. Waits for the model to be available
    5. Sends a test chat completion request
    6. Validates the response structure and content

    Args:
        deployment_target: The deployment target containing path and metadata
        deployment_spec: Configured DeploymentSpec from fixture
        namespace: Kubernetes namespace for the deployment
        skip_service_restart: Whether to skip restarting NATS/etcd services (default: True).
            Use --restart-services flag to restart services before deployment.
        request: Pytest request object for accessing test metadata
    ","133566","test_deployment[vllm-disagg_router]","tests.deploy","2026-04-09","passed","2026-04-09","","test_deploy","",""
"Test that without any filters, all metrics are returned.","0","test_no_filtering_all_frameworks","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestGetPrometheusExpfmt","test_trtllm_prometheus_utils","",""
"","0","test_basic_fields","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","TestBuildOriginalPrompt","test_omni_handler","",""
"Verify BlockRemoved has expected fields in expected order.","0","test_block_removed_fields","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestVllmKvEventsApi","test_vllm_kv_events_api","",""
"
    Test dynamo deployments with different configurations.
    ","75362","test_deployment[aggregated_multimodal_router-2]","tests.serve","2026-04-09","passed","2026-04-09","","test_trtllm","",""
"Test that generate() returns error response on engine failure.","6","test_error_response_on_failure","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestVideoHandlerResponseFormats","test_trtllm_video_diffusion","",""
"
    Validate that chunked prefill blocks are offloaded.

    Test flow:
    1. Send prompt large enough to trigger multiple chunks
    2. Verify total offloaded blocks matches expected for full prefill
    3. Reset cache and re-request to verify onboarding works
    4. Verify determinism across offload/onboard cycle
    ","302","test_chunked_prefill_offload[llm_server_kvbm0]","tests.kvbm_integration","2026-04-09","passed","2026-04-09","","test_chunked_prefill","",""
"When final stage returns no shm_meta, generate yields an error.","0","test_generate_yields_error_when_no_shm_meta","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","","test_omni_stage_router","",""
"","0","test_empty_key_segment_exits","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestParseDynamicFlags","test_dynamic_flags","",""
"","0","test_missing_audio_raises","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","TestAudioFormatterExtractTensor","test_output_formatter","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_vllm_aggregated[migration_enabled-graceful_shutdown-completion-unary-nats]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_vllm","",""
"stream_interval=20: function name + args + EOS in a single chunk.

    Only 2 CompletionOutput objects:
      1. [TOOL_CALLS] alone
      2. search_gutenberg_books{""search_terms"": [""James Joyce books""]}
         with finish_reason=stop

    The tool call and finish_reason arrive together.  The processor must
    still emit the parsed tool call and the finish_reason.
    ","0","test_mistral_tool_call_interval_20","tests.frontend","2026-04-09","passed","2026-04-09","","test_prepost_mistral","",""
"","69","test_vllm_chat_processor_tokenizes_and_streams_tool_calls","tests.frontend","2026-04-09","passed","2026-04-09","","test_vllm_prepost_integration","",""
"Test decoding embeddings of various sizes.","1","test_various_embedding_sizes[2048]","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestEmbeddingsDataFormats","test_vllm_prompt_embeds","",""
